Phi[deg],Theta[deg],dB(GainTotal),Array_Data
-172,-178,13.5259,
-170,-178,13.5123,
-168,-178,13.4992,
-166,-178,13.4866,
-164,-178,13.4745,
-162,-178,13.4629,
-160,-178,13.4518,
-158,-178,13.441,
-156,-178,13.4306,
-154,-178,13.4204,
-152,-178,13.4105,
-150,-178,13.4009,
-148,-178,13.3915,
-146,-178,13.3822,
-144,-178,13.3732,
-142,-178,13.3643,
-140,-178,13.3556,
-138,-178,13.3471,
-136,-178,13.339,
-134,-178,13.3311,
-132,-178,13.3237,
-130,-178,13.3167,
-128,-178,13.3104,
-126,-178,13.3047,
-124,-178,13.2997,
-122,-178,13.2957,
-120,-178,13.2927,
-118,-178,13.2909,
-116,-178,13.2903,
-114,-178,13.2911,
-112,-178,13.2933,
-110,-178,13.2972,
-108,-178,13.3028,
-106,-178,13.3102,
-104,-178,13.3194,
-102,-178,13.3306,
-100,-178,13.3436,
-98,-178,13.3586,
-96,-178,13.3755,
-94,-178,13.3944,
-92,-178,13.415,
-90,-178,13.4375,
-88,-178,13.4616,
-86,-178,13.4872,
-84,-178,13.5142,
-82,-178,13.5425,
-80,-178,13.5718,
-78,-178,13.602,
-76,-178,13.6328,
-74,-178,13.6641,
-72,-178,13.6956,
-70,-178,13.7271,
-68,-178,13.7584,
-66,-178,13.7892,
-64,-178,13.8194,
-62,-178,13.8487,
-60,-178,13.877,
-58,-178,13.904,
-56,-178,13.9295,
-54,-178,13.9535,
-52,-178,13.9758,
-50,-178,13.9963,
-48,-178,14.0148,
-46,-178,14.0314,
-44,-178,14.0459,
-42,-178,14.0583,
-40,-178,14.0686,
-38,-178,14.0768,
-36,-178,14.083,
-34,-178,14.0872,
-32,-178,14.0894,
-30,-178,14.0898,
-28,-178,14.0884,
-26,-178,14.0853,
-24,-178,14.0807,
-22,-178,14.0747,
-20,-178,14.0674,
-18,-178,14.059,
-16,-178,14.0495,
-14,-178,14.0392,
-12,-178,14.0281,
-10,-178,14.0164,
-8,-178,14.0042,
-6,-178,13.9916,
-4,-178,13.9787,
-2,-178,13.9656,
0,-178,13.9523,
2,-178,13.9391,
4,-178,13.9258,
6,-178,13.9126,
8,-178,13.8994,
10,-178,13.8864,
12,-178,13.8735,
14,-178,13.8606,
16,-178,13.8479,
18,-178,13.8354,
20,-178,13.8228,
22,-178,13.8104,
24,-178,13.798,
26,-178,13.7856,
28,-178,13.7733,
30,-178,13.7609,
32,-178,13.7485,
34,-178,13.7361,
36,-178,13.7237,
38,-178,13.7113,
40,-178,13.6989,
42,-178,13.6866,
44,-178,13.6743,
46,-178,13.6622,
48,-178,13.6503,
50,-178,13.6387,
52,-178,13.6274,
54,-178,13.6166,
56,-178,13.6063,
58,-178,13.5967,
60,-178,13.5878,
62,-178,13.5798,
64,-178,13.5727,
66,-178,13.5666,
68,-178,13.5617,
70,-178,13.558,
72,-178,13.5556,
74,-178,13.5547,
76,-178,13.5551,
78,-178,13.557,
80,-178,13.5604,
82,-178,13.5654,
84,-178,13.5718,
86,-178,13.5797,
88,-178,13.589,
90,-178,13.5996,
92,-178,13.6115,
94,-178,13.6246,
96,-178,13.6386,
98,-178,13.6536,
100,-178,13.6693,
102,-178,13.6855,
104,-178,13.7021,
106,-178,13.7189,
108,-178,13.7358,
110,-178,13.7524,
112,-178,13.7687,
114,-178,13.7844,
116,-178,13.7994,
118,-178,13.8135,
120,-178,13.8265,
122,-178,13.8383,
124,-178,13.8487,
126,-178,13.8576,
128,-178,13.8649,
130,-178,13.8706,
132,-178,13.8746,
134,-178,13.8767,
136,-178,13.8771,
138,-178,13.8757,
140,-178,13.8725,
142,-178,13.8675,
144,-178,13.8609,
146,-178,13.8527,
148,-178,13.8429,
150,-178,13.8318,
152,-178,13.8193,
154,-178,13.8057,
156,-178,13.7911,
158,-178,13.7755,
160,-178,13.7593,
162,-178,13.7424,
164,-178,13.7251,
166,-178,13.7075,
168,-178,13.6898,
170,-178,13.672,
172,-178,13.6543,
174,-178,13.6368,
176,-178,13.6195,
178,-178,13.6027,
180,-178,13.5863,
-180,-176,3.62947,
-178,-176,3.61607,
-176,-176,3.62689,
-174,-176,3.6597,
-172,-176,3.71171,
-170,-176,3.77977,
-168,-176,3.86042,
-166,-176,3.95008,
-164,-176,4.04515,
-162,-176,4.14209,
-160,-176,4.23748,
-158,-176,4.32813,
-156,-176,4.41105,
-154,-176,4.48353,
-152,-176,4.54313,
-150,-176,4.58768,
-148,-176,4.61529,
-146,-176,4.62437,
-144,-176,4.61358,
-142,-176,4.58187,
-140,-176,4.52845,
-138,-176,4.45283,
-136,-176,4.35478,
-134,-176,4.23438,
-132,-176,4.09203,
-130,-176,3.92848,
-128,-176,3.74484,
-126,-176,3.54267,
-124,-176,3.32397,
-122,-176,3.09127,
-120,-176,2.84768,
-118,-176,2.59689,
-116,-176,2.34325,
-114,-176,2.09176,
-112,-176,1.84802,
-110,-176,1.61816,
-108,-176,1.40866,
-106,-176,1.22617,
-104,-176,1.07716,
-102,-176,0.967577,
-100,-176,0.902506,
-98,-176,0.885781,
-96,-176,0.919725,
-94,-176,1.00499,
-92,-176,1.14052,
-90,-176,1.3237,
-88,-176,1.55053,
-86,-176,1.81595,
-84,-176,2.11418,
-82,-176,2.43898,
-80,-176,2.78401,
-78,-176,3.14298,
-76,-176,3.50991,
-74,-176,3.87919,
-72,-176,4.24568,
-70,-176,4.60479,
-68,-176,4.95243,
-66,-176,5.28504,
-64,-176,5.59959,
-62,-176,5.89347,
-60,-176,6.16457,
-58,-176,6.41112,
-56,-176,6.63175,
-54,-176,6.82543,
-52,-176,6.99142,
-50,-176,7.12928,
-48,-176,7.23884,
-46,-176,7.32019,
-44,-176,7.37364,
-42,-176,7.39978,
-40,-176,7.39942,
-38,-176,7.37362,
-36,-176,7.32367,
-34,-176,7.25114,
-32,-176,7.15781,
-30,-176,7.04573,
-28,-176,6.91721,
-26,-176,6.77478,
-24,-176,6.62121,
-22,-176,6.45945,
-20,-176,6.29263,
-18,-176,6.12398,
-16,-176,5.95678,
-14,-176,5.79427,
-12,-176,5.63959,
-10,-176,5.49564,
-8,-176,5.36505,
-6,-176,5.24999,
-4,-176,5.1522,
-2,-176,5.07282,
0,-176,5.01244,
2,-176,4.97104,
4,-176,4.94799,
6,-176,4.94214,
8,-176,4.95186,
10,-176,4.97509,
12,-176,5.0095,
14,-176,5.05251,
16,-176,5.10142,
18,-176,5.15347,
20,-176,5.20595,
22,-176,5.25621,
24,-176,5.30175,
26,-176,5.34023,
28,-176,5.36951,
30,-176,5.38766,
32,-176,5.39298,
34,-176,5.38401,
36,-176,5.35952,
38,-176,5.31852,
40,-176,5.26029,
42,-176,5.18434,
44,-176,5.09044,
46,-176,4.97864,
48,-176,4.84929,
50,-176,4.70304,
52,-176,4.54086,
54,-176,4.36412,
56,-176,4.17456,
58,-176,3.97437,
60,-176,3.7662,
62,-176,3.55318,
64,-176,3.33896,
66,-176,3.12765,
68,-176,2.92382,
70,-176,2.73238,
72,-176,2.55847,
74,-176,2.40723,
76,-176,2.28362,
78,-176,2.19211,
80,-176,2.1364,
82,-176,2.11921,
84,-176,2.14208,
86,-176,2.20525,
88,-176,2.30772,
90,-176,2.44729,
92,-176,2.62078,
94,-176,2.82424,
96,-176,3.05317,
98,-176,3.30277,
100,-176,3.56811,
102,-176,3.8443,
104,-176,4.1266,
106,-176,4.41052,
108,-176,4.69186,
110,-176,4.96677,
112,-176,5.23173,
114,-176,5.4836,
116,-176,5.71956,
118,-176,5.93716,
120,-176,6.13427,
122,-176,6.30906,
124,-176,6.46004,
126,-176,6.58596,
128,-176,6.68589,
130,-176,6.75915,
132,-176,6.80533,
134,-176,6.82427,
136,-176,6.81611,
138,-176,6.78121,
140,-176,6.72025,
142,-176,6.63418,
144,-176,6.52425,
146,-176,6.39203,
148,-176,6.23944,
150,-176,6.06872,
152,-176,5.88249,
154,-176,5.6837,
156,-176,5.47565,
158,-176,5.26197,
160,-176,5.04654,
162,-176,4.83343,
164,-176,4.62682,
166,-176,4.43084,
168,-176,4.24947,
170,-176,4.08633,
172,-176,3.94457,
174,-176,3.82668,
176,-176,3.7344,
178,-176,3.66865,
180,-176,3.62947,
-180,-174,0.880769,
-178,-174,0.664983,
-176,-174,0.355836,
-174,-174,-0.042036,
-172,-174,-0.523079,
-170,-174,-1.07976,
-168,-174,-1.70114,
-166,-174,-2.37121,
-164,-174,-3.0671,
-162,-174,-3.75817,
-160,-174,-4.40743,
-158,-174,-4.97704,
-156,-174,-5.4381,
-154,-174,-5.78123,
-152,-174,-6.02182,
-150,-174,-6.19616,
-148,-174,-6.3516,
-146,-174,-6.53668,
-144,-174,-6.7953,
-142,-174,-7.16478,
-140,-174,-7.6755,
-138,-174,-8.34864,
-136,-174,-9.18619,
-134,-174,-10.1414,
-132,-174,-11.0517,
-130,-174,-11.5624,
-128,-174,-11.2566,
-126,-174,-10.0981,
-124,-174,-8.47876,
-122,-174,-6.77557,
-120,-174,-5.17241,
-118,-174,-3.72788,
-116,-174,-2.44838,
-114,-174,-1.32299,
-112,-174,-0.336842,
-110,-174,0.524318,
-108,-174,1.27274,
-106,-174,1.91849,
-104,-174,2.4696,
-102,-174,2.93235,
-100,-174,3.31143,
-98,-174,3.61022,
-96,-174,3.83086,
-94,-174,3.97441,
-92,-174,4.04089,
-90,-174,4.02934,
-88,-174,3.93784,
-86,-174,3.76349,
-84,-174,3.50242,
-82,-174,3.14978,
-80,-174,2.69978,
-78,-174,2.14591,
-76,-174,1.48134,
-74,-174,0.700096,
-72,-174,-0.200446,
-70,-174,-1.21428,
-68,-174,-2.31615,
-66,-174,-3.44306,
-64,-174,-4.47163,
-62,-174,-5.21931,
-60,-174,-5.52177,
-58,-174,-5.36132,
-56,-174,-4.88687,
-54,-174,-4.29535,
-52,-174,-3.73465,
-50,-174,-3.28966,
-48,-174,-3.00365,
-46,-174,-2.89928,
-44,-174,-2.99166,
-42,-174,-3.29599,
-40,-174,-3.83248,
-38,-174,-4.6306,
-36,-174,-5.73353,
-34,-174,-7.20159,
-32,-174,-9.10207,
-30,-174,-11.4136,
-28,-174,-13.5418,
-26,-174,-13.6854,
-24,-174,-11.6068,
-22,-174,-9.15095,
-20,-174,-7.06697,
-18,-174,-5.40777,
-16,-174,-4.10402,
-14,-174,-3.08818,
-12,-174,-2.30957,
-10,-174,-1.73181,
-8,-174,-1.32886,
-6,-174,-1.08196,
-4,-174,-0.977606,
-2,-174,-1.00612,
0,-174,-1.16073,
2,-174,-1.43683,
4,-174,-1.83144,
6,-174,-2.34253,
8,-174,-2.96826,
10,-174,-3.70573,
12,-174,-4.54893,
14,-174,-5.48538,
16,-174,-6.49081,
18,-174,-7.5221,
20,-174,-8.5113,
22,-174,-9.36923,
24,-174,-10.0102,
26,-174,-10.395,
28,-174,-10.5584,
30,-174,-10.5924,
32,-174,-10.6046,
34,-174,-10.6878,
36,-174,-10.9144,
38,-174,-11.3429,
40,-174,-12.0266,
42,-174,-13.0182,
44,-174,-14.3544,
46,-174,-15.9572,
48,-174,-17.2802,
50,-174,-17.0462,
52,-174,-15.0076,
54,-174,-12.4324,
56,-174,-10.0456,
58,-174,-7.98326,
60,-174,-6.2185,
62,-174,-4.70146,
64,-174,-3.38859,
66,-174,-2.24606,
68,-174,-1.24821,
70,-174,-0.375606,
72,-174,0.386584,
74,-174,1.04971,
76,-174,1.62249,
78,-174,2.11152,
80,-174,2.52176,
82,-174,2.85679,
84,-174,3.11903,
86,-174,3.30993,
88,-174,3.4301,
90,-174,3.47942,
92,-174,3.45718,
94,-174,3.36216,
96,-174,3.19283,
98,-174,2.94752,
100,-174,2.62478,
102,-174,2.22384,
104,-174,1.74543,
106,-174,1.19293,
108,-174,0.574271,
110,-174,-0.0956564,
112,-174,-0.791955,
114,-174,-1.47745,
116,-174,-2.10369,
118,-174,-2.61898,
120,-174,-2.98448,
122,-174,-3.19183,
124,-174,-3.26962,
126,-174,-3.27354,
128,-174,-3.26873,
130,-174,-3.31622,
132,-174,-3.46816,
134,-174,-3.76969,
136,-174,-4.26436,
138,-174,-5.00176,
140,-174,-6.04839,
142,-174,-7.50615,
144,-174,-9.54838,
146,-174,-12.4909,
148,-174,-16.7517,
150,-174,-19.4342,
152,-174,-15.0438,
154,-174,-10.83,
156,-174,-7.84139,
158,-174,-5.63557,
160,-174,-3.9443,
162,-174,-2.61915,
164,-174,-1.57224,
166,-174,-0.74797,
168,-174,-0.109152,
170,-174,0.370105,
172,-174,0.70842,
174,-174,0.919501,
176,-174,1.01363,
178,-174,0.99867,
180,-174,0.880769,
-180,-172,3.32864,
-178,-172,2.82086,
-176,-172,2.2117,
-174,-172,1.49941,
-172,-172,0.682112,
-170,-172,-0.240746,
-168,-172,-1.2656,
-166,-172,-2.37971,
-164,-172,-3.55261,
-162,-172,-4.7243,
-160,-172,-5.79637,
-158,-172,-6.64485,
-156,-172,-7.17403,
-154,-172,-7.38384,
-152,-172,-7.37704,
-150,-172,-7.29767,
-148,-172,-7.27256,
-146,-172,-7.3944,
-144,-172,-7.73107,
-142,-172,-8.34065,
-140,-172,-9.28338,
-138,-172,-10.6224,
-136,-172,-12.3757,
-134,-172,-14.2464,
-132,-172,-14.9418,
-130,-172,-13.2973,
-128,-172,-10.6345,
-126,-172,-8.12822,
-124,-172,-6.01181,
-122,-172,-4.24994,
-120,-172,-2.77461,
-118,-172,-1.52793,
-116,-172,-0.465489,
-114,-172,0.446549,
-112,-172,1.2343,
-110,-172,1.91824,
-108,-172,2.51458,
-106,-172,3.03618,
-104,-172,3.49307,
-102,-172,3.89283,
-100,-172,4.24089,
-98,-172,4.54066,
-96,-172,4.79372,
-94,-172,4.99994,
-92,-172,5.15766,
-90,-172,5.26375,
-88,-172,5.31376,
-86,-172,5.30194,
-84,-172,5.22133,
-82,-172,5.06367,
-80,-172,4.81939,
-78,-172,4.47748,
-76,-172,4.02529,
-74,-172,3.44843,
-72,-172,2.73079,
-70,-172,1.85507,
-68,-172,0.80492,
-66,-172,-0.428774,
-64,-172,-1.83131,
-62,-172,-3.32516,
-60,-172,-4.70268,
-58,-172,-5.60616,
-56,-172,-5.7612,
-54,-172,-5.30423,
-52,-172,-4.62714,
-50,-172,-4.03675,
-48,-172,-3.68958,
-46,-172,-3.66071,
-44,-172,-4.00175,
-42,-172,-4.77418,
-40,-172,-6.07219,
-38,-172,-8.03262,
-36,-172,-10.7029,
-34,-172,-12.8604,
-32,-172,-11.2116,
-30,-172,-7.72418,
-28,-172,-4.74368,
-26,-172,-2.43709,
-24,-172,-0.649763,
-22,-172,0.745227,
-20,-172,1.83306,
-18,-172,2.67087,
-16,-172,3.29815,
-14,-172,3.74299,
-12,-172,4.02588,
-10,-172,4.16199,
-8,-172,4.16258,
-6,-172,4.03592,
-4,-172,3.78786,
-2,-172,3.42221,
0,-172,2.94094,
2,-172,2.34441,
4,-172,1.63143,
6,-172,0.799562,
8,-172,-0.154479,
10,-172,-1.23388,
12,-172,-2.43975,
14,-172,-3.76714,
16,-172,-5.1974,
18,-172,-6.68521,
20,-172,-8.14214,
22,-172,-9.43236,
24,-172,-10.4147,
26,-172,-11.0372,
28,-172,-11.3926,
30,-172,-11.663,
32,-172,-12.0296,
34,-172,-12.6383,
36,-172,-13.6083,
38,-172,-15.0329,
40,-172,-16.8595,
42,-172,-18.2756,
44,-172,-17.3659,
46,-172,-14.5324,
48,-172,-11.5932,
50,-172,-9.0835,
52,-172,-6.99848,
54,-172,-5.25765,
56,-172,-3.79023,
58,-172,-2.54262,
60,-172,-1.47454,
62,-172,-0.554885,
64,-172,0.241261,
66,-172,0.934527,
68,-172,1.54247,
70,-172,2.08022,
72,-172,2.56084,
74,-172,2.99528,
76,-172,3.39234,
78,-172,3.75843,
80,-172,4.09749,
82,-172,4.41096,
84,-172,4.69794,
86,-172,4.95543,
88,-172,5.17873,
90,-172,5.36185,
92,-172,5.49786,
94,-172,5.57919,
96,-172,5.59783,
98,-172,5.54544,
100,-172,5.41339,
102,-172,5.19271,
104,-172,4.87414,
106,-172,4.44812,
108,-172,3.90506,
110,-172,3.23588,
112,-172,2.43339,
114,-172,1.49513,
116,-172,0.428957,
118,-172,-0.736892,
120,-172,-1.93886,
122,-172,-3.06595,
124,-172,-3.97619,
126,-172,-4.56899,
128,-172,-4.87039,
130,-172,-5.02915,
132,-172,-5.23276,
134,-172,-5.64777,
136,-172,-6.41987,
138,-172,-7.7093,
140,-172,-9.74307,
142,-172,-12.8094,
144,-172,-15.9821,
146,-172,-13.8532,
148,-172,-9.45229,
150,-172,-6.02827,
152,-172,-3.46785,
154,-172,-1.50067,
156,-172,0.0409104,
158,-172,1.25898,
160,-172,2.219,
162,-172,2.9653,
164,-172,3.52923,
166,-172,3.93376,
168,-172,4.1961,
170,-172,4.32938,
172,-172,4.34355,
174,-172,4.2461,
176,-172,4.04239,
178,-172,3.73595,
180,-172,3.32864,
-180,-170,-4.42048,
-178,-170,-5.26243,
-176,-170,-6.21004,
-174,-170,-7.32504,
-172,-170,-8.70256,
-170,-170,-10.4911,
-168,-170,-12.9439,
-166,-170,-16.5387,
-164,-170,-21.7448,
-162,-170,-21.7258,
-160,-170,-16.341,
-158,-170,-12.5933,
-156,-170,-10.0581,
-154,-170,-8.28281,
-152,-170,-7.04515,
-150,-170,-6.2312,
-148,-170,-5.78161,
-146,-170,-5.66855,
-144,-170,-5.88547,
-142,-170,-6.44195,
-140,-170,-7.35839,
-138,-170,-8.6494,
-136,-170,-10.2581,
-134,-170,-11.8419,
-132,-170,-12.489,
-130,-170,-11.5487,
-128,-170,-9.77076,
-126,-170,-8.01118,
-124,-170,-6.56192,
-122,-170,-5.45737,
-120,-170,-4.66816,
-118,-170,-4.15708,
-116,-170,-3.89103,
-114,-170,-3.84151,
-112,-170,-3.98218,
-110,-170,-4.28532,
-108,-170,-4.71737,
-106,-170,-5.23372,
-104,-170,-5.77383,
-102,-170,-6.26035,
-100,-170,-6.60819,
-98,-170,-6.74709,
-96,-170,-6.64768,
-94,-170,-6.33051,
-92,-170,-5.85022,
-90,-170,-5.27061,
-88,-170,-4.64837,
-86,-170,-4.02912,
-84,-170,-3.44974,
-82,-170,-2.94199,
-80,-170,-2.53518,
-78,-170,-2.25784,
-76,-170,-2.13883,
-74,-170,-2.20821,
-72,-170,-2.49767,
-70,-170,-3.03914,
-68,-170,-3.8568,
-66,-170,-4.93767,
-64,-170,-6.14268,
-62,-170,-7.03278,
-60,-170,-6.9324,
-58,-170,-5.73916,
-56,-170,-4.09753,
-54,-170,-2.54229,
-52,-170,-1.2779,
-50,-170,-0.351683,
-48,-170,0.23524,
-46,-170,0.487931,
-44,-170,0.40452,
-42,-170,-0.0289953,
-40,-170,-0.842266,
-38,-170,-2.08267,
-36,-170,-3.80551,
-34,-170,-5.99256,
-32,-170,-8.1502,
-30,-170,-8.66066,
-28,-170,-6.96596,
-26,-170,-4.75502,
-24,-170,-2.89957,
-22,-170,-1.50361,
-20,-170,-0.50869,
-18,-170,0.152089,
-16,-170,0.531024,
-14,-170,0.666455,
-12,-170,0.58627,
-10,-170,0.310794,
-8,-170,-0.14523,
-6,-170,-0.771399,
-4,-170,-1.56102,
-2,-170,-2.51105,
0,-170,-3.62272,
2,-170,-4.90313,
4,-170,-6.36806,
6,-170,-8.04626,
8,-170,-9.98381,
10,-170,-12.2393,
12,-170,-14.8193,
14,-170,-17.3335,
16,-170,-18.2814,
18,-170,-16.8177,
20,-170,-14.5752,
22,-170,-12.5868,
24,-170,-11.0232,
26,-170,-9.85455,
28,-170,-9.03461,
30,-170,-8.53054,
32,-170,-8.32254,
34,-170,-8.39813,
36,-170,-8.74194,
38,-170,-9.31429,
40,-170,-10.0047,
42,-170,-10.5586,
44,-170,-10.5819,
46,-170,-9.83262,
48,-170,-8.50966,
50,-170,-7.00268,
52,-170,-5.57391,
54,-170,-4.33421,
56,-170,-3.31536,
58,-170,-2.51838,
60,-170,-1.93487,
62,-170,-1.55509,
64,-170,-1.37064,
66,-170,-1.37478,
68,-170,-1.5616,
70,-170,-1.92372,
72,-170,-2.44765,
74,-170,-3.10467,
76,-170,-3.83458,
78,-170,-4.52361,
80,-170,-4.99603,
82,-170,-5.06787,
84,-170,-4.66949,
86,-170,-3.90417,
88,-170,-2.95646,
90,-170,-1.98069,
92,-170,-1.06858,
94,-170,-0.265218,
96,-170,0.409409,
98,-170,0.946161,
100,-170,1.339,
102,-170,1.58109,
104,-170,1.66286,
106,-170,1.57082,
108,-170,1.28681,
110,-170,0.787243,
112,-170,0.042882,
114,-170,-0.97927,
116,-170,-2.30547,
118,-170,-3.91426,
120,-170,-5.60622,
122,-170,-6.77051,
124,-170,-6.65638,
126,-170,-5.483,
128,-170,-4.0793,
130,-170,-2.90799,
132,-170,-2.10036,
134,-170,-1.6728,
136,-170,-1.61597,
138,-170,-1.91868,
140,-170,-2.56688,
142,-170,-3.52306,
144,-170,-4.66955,
146,-170,-5.70245,
148,-170,-6.11479,
150,-170,-5.61724,
152,-170,-4.52281,
154,-170,-3.31532,
156,-170,-2.2631,
158,-170,-1.4539,
160,-170,-0.897409,
162,-170,-0.577187,
164,-170,-0.469764,
166,-170,-0.550567,
168,-170,-0.795183,
170,-170,-1.17925,
172,-170,-1.67839,
174,-170,-2.26892,
176,-170,-2.93011,
178,-170,-3.648,
180,-170,-4.42048,
-180,-168,-4.80943,
-178,-168,-4.35317,
-176,-168,-4.17121,
-174,-168,-4.25912,
-172,-168,-4.63391,
-170,-168,-5.33689,
-168,-168,-6.44274,
-166,-168,-8.07877,
-164,-168,-10.4555,
-162,-168,-13.8009,
-160,-168,-16.8285,
-158,-168,-14.6993,
-156,-168,-10.848,
-154,-168,-7.9397,
-152,-168,-5.88228,
-150,-168,-4.44701,
-148,-168,-3.49147,
-146,-168,-2.93058,
-144,-168,-2.71002,
-142,-168,-2.78899,
-140,-168,-3.12563,
-138,-168,-3.66018,
-136,-168,-4.29438,
-134,-168,-4.87896,
-132,-168,-5.24419,
-130,-168,-5.29506,
-128,-168,-5.08899,
-126,-168,-4.79077,
-124,-168,-4.56911,
-122,-168,-4.54604,
-120,-168,-4.80206,
-118,-168,-5.39807,
-116,-168,-6.39528,
-114,-168,-7.86915,
-112,-168,-9.90231,
-110,-168,-12.4475,
-108,-168,-14.581,
-106,-168,-14.0805,
-104,-168,-11.6678,
-102,-168,-9.33893,
-100,-168,-7.54535,
-98,-168,-6.24338,
-96,-168,-5.34658,
-94,-168,-4.79313,
-92,-168,-4.54841,
-90,-168,-4.60102,
-88,-168,-4.96066,
-86,-168,-5.65841,
